ID,image_url,Original_Post,Topic_ID_Reg,Keywords_Regular_Topic,Topic_Name_Regular,Topic_ID_Enr,Keywords_Enriched_Topic,Topic_Name_Enriched
D1159,https://pbs.twimg.com/media/HCRuiVtaEAA5_Ez.jpg,"No more cheap oil for youCCP China for your illegal, coercive, aggressive amp dangerous acts in the South China Sea",5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D1164,https://pbs.twimg.com/media/HCezwkBaEAA8Xtm.jpg,"China tbm e um empata foda do caralho, não ajuda e quer dar pitaco na guerra dos outros, fdps de olhos puxados se querem o estreito aberto mandem uma frota pra lá e pressionem pelo fim do conflito malditos.",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1165,https://pbs.twimg.com/media/HCPu4SLXgAAqzhr.jpg,"Said by a country currently threatening Taiwan, occupying the South China Sea and running the largest network of internment camps on earth. Go on",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D1167,https://pbs.twimg.com/media/HCZB1RtaIAAjMQb.jpg,"No one cares about china, they are irrelevant outside south china sea",26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1218,https://pbs.twimg.com/media/HCe3bxNaIAAjI97.jpg,ישראל עושה כבשלה בשמי טהרן. הנמ האיראני התגלה כחסר ערך. יכולותיה הבליסטיות נבלמו במידה רבה הנזק לרכוש רב אבל היו פיגועי התאבדות בודדים עם מספר הרוגים. איראן איבדה את מעמדה כמעצמה אזורית ושורפת כל קרדיט דיפלומטי. אתה עוד חושש מחיזבאללה,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1219,https://pbs.twimg.com/media/HCdQ8uYbwAAqvbG.jpg,"IBAYONG PAGIINGAT, MGA KAPAMILYA Nakataas ang Crisis Alert Levels sa ilang lugar sa Middle East sa gitna ng tensiyon ng US at Israel kontra Iran. Nagpaalala ang Department of Foreign Affairs sa mga Pilipino doon na manatili sa loob ng kanilang mga tahanan hanggat maaari. BASAHIN",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
D1226,https://pbs.twimg.com/media/HCVIX2EXMAAIDa4.jpg,"Standing for truth is never passive. It means being alert, courageous, and willing to speak up when it matters most.",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
D1229,https://pbs.twimg.com/media/HCPIwoTWwAAFs10.jpg,IranIsrael War ईरन क UAEBahrain पर बड हमल अमरक ठकन नशन पर Middle East Alert IranIsraelWar MiddleEastConflict USMilitaryBases UAE Bahrain,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
D1230,https://pbs.twimg.com/media/HCRzuvSaQAA6ATd.jpg,Alert Israel 25.2K gt 57.3K 2.27X 18m CA 9esTHpGBRjtJP537b1giM4Fpj3vvQ6r5MXctqrMpump Signal channel SOLANA,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow),18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market
D1232,https://pbs.twimg.com/media/HCO2nUfWoAATLHX.jpg,Urgente suenas las Alarmas en Israel,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow),2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
D1250,https://pbs.twimg.com/media/HCebN8bbMAAIXa_.jpg,"AFP expertise, assets handa sa paglikas ng mga Pinoy sa Middle East RH 52 , DZRH News Breaktime WATCH",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D1254,https://pbs.twimg.com/media/HCZsfZtbUAA3Ex0.jpg,MODI TRAPPED What if Modis visit to Israel wasnt just diplomacy but a calculated setup Creating a political cover before an attack on Iran. Read the full thread to connect the dots Modi Geopolitics MiddleEastCrisis BreakingNarrative WorldAffairs,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1256,https://pbs.twimg.com/media/HCNOIgHXMAEfVp0.jpg,ثريد ما الذي سيوقف التصعيد الأمريكي على إيران Thread What will stop the U.S. escalation against Iran إيران أمريكا ترمب الشرق_الأوسط Iran USA Trump MiddleEast Geopolitics IranMassacre,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D1263,https://pbs.twimg.com/media/HCaviN2WYAA2nRr.jpg,"Exclusive on X Destroy Iranian offensive missiles, destroy Iranian missile production, destroy their navy and other security infrastructure, and they will never have nuclear weapons. Pete Hegseth outlines Operation Epic Fury at the Pentagon",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D1264,https://pbs.twimg.com/media/HCY3egEbkAA0deS.jpg,Pentagon already hanging the administration out to dry. Damn,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D1270,https://pbs.twimg.com/media/HCdShBjbAAA71Xh.jpg,"A fire has erupted at the U.S. Embassy in Riyadh, Saudi Arabia, following reports of explosions at the site, according to Reuters citing two sources. Read here IsraelIranWar USIranWar Embassy DNAUpdates",39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D1284,https://pbs.twimg.com/media/HCZ7JCrbAAAw5D9.jpg,"Is the West Asia war about security or global leverage By controlling the StraitOfHormuz, the US holds a veto power over the energy lifelines of India 50 China 50 Japan 80 SKorea 75 Iraq 95 Qatar 100 Geography is the ultimate weapon.",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1286,https://pbs.twimg.com/media/HCdUZNkaQAA4JFO.png,Your money will go towards direct humanitarian efforts operating in Gaza and Lebanon and other countries in West Asia affected by war,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
D1288,https://pbs.twimg.com/media/HCYz5ZMbYAALHj0.jpg,Hundreds of Indian citizens are stranded in West Asia amidst the ongoing war. We spoke with whos trying to help out the stuck citizens. IranWar WestAsiaWar,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D1329,https://pbs.twimg.com/media/HCRY66EWcAAhmX4.jpg,"JUST IN Sen. John Fetterman reacts to reports of Khameneis death with a blunt line Lets see who grieves for that garbage. Thats not subtle. Thats a Democrat saying the quiet part out loud. After decades of terror sponsorship and threats against America, even voices across the aisle arent shedding tears. The political lines just shifted fast.",4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death
D1366,https://pbs.twimg.com/media/HCerB5CaEAEInHu.jpg,Brent Crude Takes out the High when the USIS Pedo President assumed office offically Next resistance only at 92 amp 96 above that only 138 March 2022 High amp then 148 July 2008 ATH,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1373,https://pbs.twimg.com/media/HCe4xJ9X0AAEF35.jpg,جواب حرف حساب در این توییتر همیشه بلاک هست ....,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1378,https://pbs.twimg.com/media/HCTTGFubEAEHaCe.jpg,"The blockade is real. The only nonIranian vessels transiting are those with neutral flags like Panama and Liberia, and one from Russia, an ally. Only one exception, Curacao which is Netherlands. Perhaps moving out. No way crude is below 100 tomorrow.",13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1381,https://pbs.twimg.com/media/HCSO3QVasAAWNfz.jpg,"EU defence policy enters a new chapter and partnerships are at the core. calls for expanded EU security and defence partnerships, designed to strengthen Europes autonomy while remaining complementary to NATO. Learn more",35,"carrier, french, mediterranean, group, eastern, france, aircraft, baltic, strike, macron",French Naval Presence & Eastern Mediterranean,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D1383,https://pbs.twimg.com/media/HCKUs74a8AA3Cfz.jpg,"EU defence policy enters a new chapter and partnerships are at the core. Parliament calls for expanded EU security and defence partnerships, designed to strengthen Europes autonomy while remaining complementary to NATO. Learn more",35,"carrier, french, mediterranean, group, eastern, france, aircraft, baltic, strike, macron",French Naval Presence & Eastern Mediterranean,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D1386,https://pbs.twimg.com/media/HCVtpGJaAAE2WmH.jpg,"Et tout en sétant mis sous dépendance étrangère, dont allemande pour notre armement conventionnel et surtout terrestre. Avec un partenaire qui oeuvre de sournoiserie envers nous depuis de nombreuses années. Frein à lexport, programme retardé, annulé, embourbé sciemment.",6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D1401,https://pbs.twimg.com/media/HCe4wmkaoAAWoWx.jpg,"Too Embedded to Remove This AI Model Was Used in Very Recent Strikes Advanced artificial intelligence models have become increasingly integrated into defense planning and operational workflows, but their growing role is Visit",27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development",19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D1403,https://pbs.twimg.com/media/HCe5ApmbYAADmg0.jpg,防空システムもそうだけど支那製のAIや人工衛星による米軍の位置特定機能も肝心な時に役立たずだったな,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D1408,https://pbs.twimg.com/media/HCTjN0kbEAILPnX.jpg,"US used Anthropics Claude AI for its military operations during strikes on Iran, WSJ reports. Scary how fast AI adoption is moving, 2 years ago , almost every few people knew this company",19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D1409,https://pbs.twimg.com/media/HCQJBhMWAAE2MkY.jpg,"QuitGPT is going viral 700,000 users are reportedly ditching ChatGPT.",21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D141,https://pbs.twimg.com/media/HCQMSolXsAAbJbg.jpg,"The use of force by the United States amp Israel against Iran, and the subsequent retaliation by Iran across the region, undermine international peace amp security. condemns military escalation in the Middle East.",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1419,https://pbs.twimg.com/media/HCRBj9hXkAA3cte.jpg,EVERYONE is spammingb QuitGPT on X right now because of how its helping the US in wars LITERALLY 100000S OF POSTS ON THIS,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D1420,https://pbs.twimg.com/media/HCezrySagAA7hpo.jpg,"a stunning admission, a stunning pivot you didnt start the fire, but youll put it out, even when others harness it for power. how brave. tell me, what will you do about all these elite networks, these dark money rivers, this rot you claim compels you what will you do about this system that Grok, of all things, just helpfully summarized for you how will you put that fire out im waiting. im sure your followers are too. your move, hero.",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D1421,https://pbs.twimg.com/media/HCanGnNa0AA4_pH.jpg,"Known as QuitGPT, the movement claims that more than 1.5 million people have taken action, either by cancelling subscriptions, sharing boycott messages on social media, or signing up via",21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D1424,https://pbs.twimg.com/media/HCe3fyzawAEKtyd.jpg,アメリカ相手には尻尾を振り中国相手には口だけ勇ましいバカイチ討論からは仮病で逃げ都合の悪い過去は消して逃げるサナ活バカイチ信者は現実を直視しない愚民の群れ,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D146,https://pbs.twimg.com/media/HCemClNWwAAiPBv.png,RATE this CNote as UNHELPFUL and press submit,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials
D1466,https://pbs.twimg.com/media/HCOnancbEAIAh1Z.jpg,Bring on the TARIFFS,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D1468,https://pbs.twimg.com/media/HCZ_XlIaAAAkXTM.jpg,"Residents recently protested in Seoul, the capital of the Republic of Korea ROK, against upcoming joint ROKU.S. military drills and tariff threats from U.S. President Donald Trump.",28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs
D1471,https://pbs.twimg.com/media/HCQnmuFWsAAEFXS.jpg,"WTI crude blasts to 4month highs in this geopolitical firestormUSIran strikes, Houthi Red Sea threats piling on. Trumps 100 Canada tariff vow post their China deal atop 10 global hit explains Wall Sts monthly skid per Reuters. Chains snapping. Energy rips, everything else cracks.",14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1475,https://pbs.twimg.com/media/HCbptZ_W0AAlGu2.jpg,"Defence analyst gets upset because NATO didnt drop its pants and bend over for some, engineered, middle east chaos",19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D150,https://pbs.twimg.com/media/HCbSzMzWwAAiHaX.jpg,CENTCOM gives updates on military operations in Iran Follow Iran IranWar IranIsraelWar CENTCOM CENTCOMUpdate Trump Israel DonaldTrump,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1509,https://pbs.twimg.com/media/HCO882ybEAQ_t8c.jpg,"The attack could disrupt oil and gas output and cause damage to energy infrastructure in the Middle East. Here are the facts on Irans energy industry, exports, and the impact of Western sanctions",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1516,https://pbs.twimg.com/media/HCcsOynbUAA-sUD.jpg,We may soon witness an Iranian attack on the port of Fujairah in the United Arab Emirates. The port houses some of the most important oil and energy infrastructure in the region and is a key strategic energy hub in the Gulf. From,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D1526,https://pbs.twimg.com/media/HCdXbAIaUAA5IyG.jpg,"Hun Manet to preside over CABS 2026 on Wednesday business Synopsis The CambodiaASEAN Business Summit 2026 March 34 will focus on economic integration, expanded trade and investment flows, improved regional connectivity and tourism promotion, among others.",30,"gdp, growth, economy, saudi, economic, trillion, arabias, dubai, arabia, billion",Saudi Arabia & Dubai Economic Growth,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D1532,https://pbs.twimg.com/media/HCdmbdfa0AAmpnN.jpg,"Register now for the Annual Logistics Summit 2026 on March 1819, 2026 at the Ceremonial Hall, Manila Marriott Hotel, Pasay City. Register here",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies
D1533,https://pbs.twimg.com/media/HCez9MbakAASxw0.jpg,5.56E+99,31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D1535,https://pbs.twimg.com/media/HCe4TgqakAAGaGw.jpg,tebak agamanya apa perang atas agama pembantai anak anak wkwkwkwkwkwkwkwk,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
D1542,https://pbs.twimg.com/media/HCdCtkPbIAAsxvN.jpg,BagongPNPSaBagongPilipinas ByLandAndSeaWeOvercome ToServeandProtect serbisyongmabilistapatatnararamdaman,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,29,"school, girls, minab, strike, children, سپاه, irgc, schools, پاسداران, killed",Attacks on Schools & IRGC Repression in Iran
D1547,https://pbs.twimg.com/media/HCNtzPma8AA-pWz.jpg,BagongPNPparasaBagongPilipinasSerbisyongMabilisTapatatNararamdaman ByLandAndSeaWeOvercome BagongPilipinas,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D1550,https://pbs.twimg.com/media/HCe1shCbUAAiLWQ.jpg,"Sampurasun Sahabat Bahari. Bersama kita kawal pembangunan agar tepat waktu, tepat mutu, dan tepat manfaat bagi masyarakat nelayan. KKPGOID DJPTDisiplin DJPTBerdedikasi",13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D156,https://pbs.twimg.com/media/HCdBWgWa4AE7xga.jpg,Middle East American Updates Khamenei Iran Israel USA POTUS CENTCOM SaudiArab Dubai Qatar USMC usairforce,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
D157,https://pbs.twimg.com/media/HCcHvvaa0AArYQP.jpg,This CENTCOM Update first posted at 359 PM ET,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials
D1570,https://pbs.twimg.com/media/HCYDDY0a4AAX660.jpg,"There are four countries in the world that Rothschild Does Not own the Central Bank. North Korea, Somalia, Cuba and Iran. How about we start there when looking for explanations why the jews want a war with these countries.",15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)",1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
D1580,https://pbs.twimg.com/media/HCbI4ydawAAsQ9a.jpg,IranIsraelWar Iran Israel USAirForce North Korea on war mode,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs
D201,https://pbs.twimg.com/media/HCen4ZjaoAADjDC.jpg,पकसतन इसलए अपन एयरसपस बद कय ह,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D226,https://pbs.twimg.com/media/HCegSkiXIAE6tqt.jpg,Attack our base and lets blame it on Israel,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D237,https://pbs.twimg.com/media/HCen8WkXAAAcVKT.jpg,ایران کے پاسداران انقلاب کا دنیا کو انتباہ اگر کسی ملک نے آبنائے ہرمز Strait of Hormuz سے گزرنے کی کوشش کی تواس ملک کے جہاز کو نشانہ بنا کر آگ لگا دی جائے گی...,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D243,https://pbs.twimg.com/media/HCa1FzNaoAAYLM2.jpg,State of Hurmuz successfully occupied by Iran forces.. Only Iranian cargo ship passing Iran أرامكو,26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D247,https://pbs.twimg.com/media/HCQmZROX0AAXons.jpg,HexTracerFiles 37 IRGC RadioCloses Hormuz VHF no ships allowed warnings confirmed ReutersEU,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security,12,"gold, price, xauusd, chart, rally, spot, dollar, market, silver, central",Gold & Precious Metals Market Analysis
D257,https://pbs.twimg.com/media/HCenH1wXMAAIrHh.jpg,current situation Pokrovsk direction,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks
D26,https://pbs.twimg.com/media/HCeijbZWwAA1bHT.jpg,"Grok, you lie like a two years old child caught with his fingers in a jam. You literally wrote The evidence is Kuwaits defense ministry acknowledging their air defenses caused the incident, per their statement",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D27,https://pbs.twimg.com/media/HCcPOFgWoAIGwMy.jpg,"Alert sent to people in Dubai moments ago, as Iran launches a massive ballistic missile attack on Israel and several of the Gulf Nations, including Bahrain, Kuwait, Qatar, Saudi Arabia, and the United Arab Emirates.",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D274,https://pbs.twimg.com/media/HCej6f5XkAAjngF.jpg,"Hey, old age pensioner and struggling family who cannot afford to heat your house. Shut up. Stop complaining. Dont you know that freezing and getting sleepless nights through worry is a small price to pay for getting rid of an evil dictator who was threatening your way of life",20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D278,https://pbs.twimg.com/media/HCeoWU8W8AA597t.jpg,"Не думать о хохле Не думать о хохле Не думать о хохле НЕ ДУМАТЬ О ХОХЛЕ A few moments later Верни нефть, хохол",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D284,https://pbs.twimg.com/media/HCeofwIasAAwPcB.jpg,Bruh carry water for the war mongerers some more. They dont want you using their airspace and NATO wont remove them ffs turkey still in and they done worse like supply drones,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents
D285,https://pbs.twimg.com/media/HCej_eVWcAA1Xe_.jpg,Potentially bad news for those professionally monitoring the situation,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
